Senator|Estimated Holdings|Symbol|Company|Sector|Industry|
John Boozman (R-AR)|$12,500|IVZ|Invesco Aim|||
Thad Cochran (R-MS)|$12,500|VZ|Verizon Communications|||
Angus King (D-ME)|$12,500|IVE|Ishares S&P 500 Value Index|||
Maria Cantwell (D-WA)|$12,500|VWNFX|VWNFX-Vanguard Windsor II Inv (NASDAQ)Filer commen|||
Chuck Grassley (R-IA)|$12,500|NAD|Nuveen Premium Income Municipal|||
Patty Murray (D-WA)|$12,500|MMC|Marsh & McLennan|||
Barbara A Mikulski (D-MD)|$12,500|OPGSX|Oppenheimer Gold & Special Minerals Fund|||
Chris Coons (D-DE)|$12,500|OPGSX|Oppenheimer Gold & Special Minerals Fund|||
Sheldon Whitehouse (D-RI)|$12,500|HOT|Starwood Hotels &amp; Resorts Worldwide Inc.|||
Thad Cochran (R-MS)|$12,500|RF|Regions Financial|||
Rand Paul (R-KY)|$12,400|JSVAX|Janus Contrarian Fund|||
Sheldon Whitehouse (D-RI)|$12,400|OAKMX|OAKMX - Oakmark I (NASDAQ)|||
David Perdue (R-GA)|$12,400|WMB|Williams Companies|||
Mike Rounds (R-SD)|$12,400|VPU|Vanguard Utilities ETF|||
Angus King (D-ME)|$12,300|ORCL|Oracle Corp|||
Ron Wyden (D-OR)|$12,300|IJH|iShares Core S&P Mid Cap ETF|||
Tom Carper (D-DE)|$12,300|IJH|iShares Core S&P Mid Cap ETF|||
Tom Carper (D-DE)|$12,300|CAG|CAG - ConAgra Foods Inc|||
Tom Carper (D-DE)|$12,300|PYPL|PayPal Holdings|||
Sheldon Whitehouse (D-RI)|$12,300|DISH|DISH Network|||
Rand Paul (R-KY)|$12,300|AGGWX|American Century Global Gold Fund|||
Bernie Sanders (D-VT)|$12,200|VASGX|Vanguard LifeStrategy Growth Fund|||
Bernie Sanders (D-VT)|$12,200|VCIGX|Valic Dividend Value Fund|||
Thad Cochran (R-MS)|$12,200|MDY|SPDR S&P Mid Cap 400 ETF|||
Thad Cochran (R-MS)|$12,100|CMI|Cummins Inc|||
Martin Heinrich (D-MN)|$12,100|FDAGX|Fidelity Advisor Consumer Staples|||
Angus King (D-ME)|$12,100|CNSAX|Invesco Convertible Securities|||
Martin Heinrich (D-MN)|$12,100|PESPX|Dreyfus MidCap Index|||
Bill Cassidy (R-LA)|$12,100|EV|Eaton Vance Corp.|||
Jim Risch (R-ID)|$12,100|TRVLX|T Rowe Price Value Fund|||
Chuck Schumer (D-NY)|$12,100|TCLTX|T-C Lifecycle 2020 Rtmt|||
Christopher S Murphy (D-CT)|$12,100|VTHRX|Vanguard Target Retirement 2030 Inv|||
Rand Paul (R-KY)|$12,100|VTHRX|Vanguard Target Retirement 2030 Inv|||
Tom Carper (D-DE)|$12,100|IVOO|I - Shares S&amp;P Midcap 400|||
Bernie Sanders (D-VT)|$12,000|VCSOX|Valic Social Awareness Fund|||
James Lankford (R-OK)|$12,000|SGHSX|Deutsche Global High Income Fund|||
Barbara A Mikulski (D-MD)|$12,000|DODBX|Dodge & Cox Balanced Fund|||
Sheldon Whitehouse (D-RI)|$11,900|MMC|Marsh & McLennan|||
Ben Cardin (D-MD)|$11,900|PAVLX|T Rowe Price Value Adv|||
John Thune (R-SD)|$11,900|CHSCP|CHS Inc|Consumer Services|Farming/Seeds/Milling|
Thad Cochran (R-MS)|$11,900|IWD|iShares Russell 1000 Value ETF|||
Jim Risch (R-ID)|$11,900|PRISX|T Rowe Price Financial Services Fund|||
Ben Cardin (D-MD)|$11,900|RYPRX|Royce Fund Premier Investment|||
Sheldon Whitehouse (D-RI)|$11,900|RYPRX|Royce Fund Premier Investment|||
James Lankford (R-OK)|$11,900|FLPSX|Fidelity Low Priced Stock Fund|||
Tina Smith (D-MN)|$11,800|BSX|Boston Scientific Corp|||
Jerry Moran (R-KS)|$11,800|MPC|Marathon Petroleum Corporation|||
Sheldon Whitehouse (D-RI)|$11,800|SYK|Concentric Medical Inc|||
Martin Heinrich (D-MN)|$11,800|FSCIX|Fidelity Advisor Small Cap Fund|||
David Perdue (R-GA)|$11,800|GIS|General Mills|||
Jack Reed (D-RI)|$11,800|CHIQ|Global X Funds China Consumer CHIQ|||
Bernie Sanders (D-VT)|$11,800|VSMGX|Moderate Age-Based Option: Vanguard Growth Portfol|||
David Perdue (R-GA)|$11,800|NWS|News Corp|||
Angus King (D-ME)|$11,800|AMZN|Amazon.com, Inc.|Consumer Services|Catalog/Specialty Distribution|
Gary Peters (D-MI)|$11,800|MS|Dean Witter|||
David Perdue (R-GA)|$11,700|TRV|Travelers Companies|||
Doug Jones (D-AL)|$11,700|MLAAX|Mainstay Funds Large Cap Growth Fund|||
Susan Collins (R-ME)|$11,700|HUBB|Hubbell Inc|||
Mazie K Hirono (D-HI)|$11,700|NBHIX|Neuberger Berman Equity Income Fund|||
David Perdue (R-GA)|$11,600|MYL|Mylan N.V.|||
Gary Peters (D-MI)|$11,600|TOT|Total SA|||
Ben Cardin (D-MD)|$11,600|XLB|Materials Select Sector Spdr Fund|||
Mike Rounds (R-SD)|$11,500|VIS|Vanguard Industrials ETF|||
Marco Rubio (R-FL)|$11,500|KO|Coca-Cola Co|||
Chuck Grassley (R-IA)|$11,500|MQGIX|MFS International Growth I|||
Shelley Moore Capito (R-WV)|$11,500|DIS|The Walt Disney Co|||
Sheldon Whitehouse (D-RI)|$11,500|MCHP|Microchip Technology|||
Bill Cassidy (R-LA)|$11,500|XOM|Exxon Mobil|||
John Hoeven (R-ND)|$11,500|IJR|iShares Core S&P Small Cap ETF|||
Shelley Moore Capito (R-WV)|$11,500|LMT|Lockheed Martin|||
Jack Reed (D-RI)|$11,400|COST|Costco Wholesale|||
Tim Kaine (D-VA)|$11,400|AMOV|America Movil, S.A.B. de C.V.|Public Utilities|Telecommunications Equipment|
Tim Kaine (D-VA)|$11,400|AMOV|America Movil, S.A.B. de C.V.|Public Utilities|Telecommunications Equipment|
Jim Risch (R-ID)|$11,400|FASMX|Fidelity Asset Manager Fund|||
Tom Carper (D-DE)|$11,400|DIS|The Walt Disney Co|||
James Lankford (R-OK)|$11,400|SPHIX|Fidelity High Income Fund|||
Gary Peters (D-MI)|$11,400|HTD|John Hancock Tax Advantaged Div|||
Gary Peters (D-MI)|$11,400|SSBSX|SSgA Target Retirement 2025|||
Jerry Moran (R-KS)|$11,300|AMZN|Amazon.com, Inc.|Consumer Services|Catalog/Specialty Distribution|
Sheldon Whitehouse (D-RI)|$11,300|JDEZX|Prudential Jennison Equity Income Fund|||
Susan Collins (R-ME)|$11,300|HD|Home Depot|||
Thad Cochran (R-MS)|$11,200|MMM|3M Company|Health Care|Medical/Dental Instruments|
Martin Heinrich (D-MN)|$11,200|DISSX|Dreyfus Small Cap Stock Index|||
Mike Rounds (R-SD)|$11,200|VDC|Vanguard Consumer Staples ETF|||
Thad Cochran (R-MS)|$11,200|KSU|Kansas City Southern|||
Mazie K Hirono (D-HI)|$11,200|SLF|Sun Life Financial|||
Angus King (D-ME)|$11,200|SCHA|Schwab US Small-Cap ETF|||
Chuck Grassley (R-IA)|$11,200|CHTRX|Invesco Charter A (NASDAQ)|||
Ted Cruz (R-TX)|$11,200|PAGP|Plains GP Holdings|||
Gary Peters (D-MI)|$11,200|BXMT|Blackstone Mortgage Trust|||
James M Inhofe (R-OK)|$11,200|AMZN|Amazon.com, Inc.|Consumer Services|Catalog/Specialty Distribution|
Martin Heinrich (D-MN)|$11,200|FIIAX|Fidelity Advisor Mid Cap II A|||
Ben Cardin (D-MD)|$11,200|VCIT|Vanguard Interm-Tm Corp Bond Idx ETF|||
Sheldon Whitehouse (D-RI)|$11,100|FIMKX|Fidelity Advisor Emerging Markets Inc Fund|||
Thad Cochran (R-MS)|$11,100|TFC|BB&T Corp|||
Cory Gardner (R-CO)|$11,100|PCHSX|Putnam Global Health Care Fund|||
Jim Risch (R-ID)|$11,100|PRMSX|T Rowe Price Merging Markets Stock Fund|||
Tom Carper (D-DE)|$11,100|LIT|Global X Lithium &amp; Battery|||
Chuck Grassley (R-IA)|$11,100|ARSVX|ASTON/River Road Small Cap Value Fund|||
Gary Peters (D-MI)|$11,100|RBS|Royal Bank of Scotland|||
Gary Peters (D-MI)|$11,000|HR|Healthcare Realty Trust|||
Ron Wyden (D-OR)|$11,000|IWM|iShares Russell 2000 ETF|||
John Boozman (R-AR)|$11,000|DOW|Dow Chemical|||
Ron Wyden (D-OR)|$11,000|VWAHX|Vanguard High Yield Tax Exempt Fund|||
Angus King (D-ME)|$11,000|IJJ|iShares S&P Mid Cap 400 Value Index|||
Bernie Sanders (D-VT)|$11,000|VMGLX|Valic Mod Growth Fund|||
Ron Wyden (D-OR)|$11,000|PFORX|PIMCO Foreign Bond (USD-Hedged) Fund|||
Sheldon Whitehouse (D-RI)|$11,000|PFORX|PIMCO Foreign Bond (USD-Hedged) Fund|||
Jim Risch (R-ID)|$11,000|PRFDX|T Rowe Price Equity Income|||
James M Inhofe (R-OK)|$11,000|DFS|Discover Financial Services|||
Tom Carper (D-DE)|$11,000|ARE|Alexandria Real Estate Equities, Inc.|Consumer Services|Real Estate Investment Trusts|
James M Inhofe (R-OK)|$10,900|MCD|McDonald's Corp|||
Barbara A Mikulski (D-MD)|$10,900|GLD|SPDR Gold Shares ETF|||
Mark Warner (D-VA)|$10,900|GLD|SPDR Gold Shares ETF|||
Rob Portman (R-OH)|$10,900|GLD|SPDR Gold Shares ETF|||
Dan Sullivan (R-AK)|$10,900|GFAFX|American Funds Growth Fund of Amer F1|||
John Hoeven (R-ND)|$10,900|USB|U.S. Bancorp|||
Amy Klobuchar (D-MN)|$10,900|FIHBX|Federated High Yield Bond Institutional|||
Ron Wyden (D-OR)|$10,900|FIHBX|Federated High Yield Bond Institutional|||
John Hoeven (R-ND)|$10,900|UA|Under Armour, Inc.|||
John Thune (R-SD)|$10,800|PHYS|Sprott Physical Gold Trust ETV|||
Rob Portman (R-OH)|$10,800|VWEHX|Vanguard High-Yield Corporate Inv (NASDAQ)|||
Ben Sasse (R-NE)|$10,800|CVFCX|Pioneer Value Fund|||
Thad Cochran (R-MS)|$10,800|EMB|iShares JPMorgan USD Emerging Markets|||
Jim Risch (R-ID)|$10,700|ACGIX|Invesco Van Kampen Growth & Income Fund|||
Tom Carper (D-DE)|$10,700|GS|Goldman Sachs|||
Bill Cassidy (R-LA)|$10,700|CMCSA|Comcast Corporation|Consumer Services|Television Services|
Jerry Moran (R-KS)|$10,700|GOOG|Alphabet Inc.|Technology|Computer Software: Programming, Data Processing|
Ben Cardin (D-MD)|$10,700|PCY|PowerShares Emerging Markets Sov Dbt ETF|||
Tammy Duckworth (D-IL)|$10,700|BBL|BHP Billiton plc|||
John Boozman (R-AR)|$10,600|AAPL|Apple Inc.|Technology|Computer Manufacturing|
Amy Klobuchar (D-MN)|$10,600|PRSVX|T Rowe Price Small Cap Value|||
Mike Rounds (R-SD)|$10,600|VAW|Vanguard Materials ETF|||
Doug Jones (D-AL)|$10,600|HWMIX|Hotchkis & Wiley Mid-Cap Value|||
Angus King (D-ME)|$10,600|SGENX|First Eagle Funds - Global Fund Mutual Fund|||
John Thune (R-SD)|$10,600|SGENX|First Eagle Funds - Global Fund Mutual Fund|||
Cory Gardner (R-CO)|$10,600|LAFPX|Lord Abbott Affiliated Fund|||
Gary Peters (D-MI)|$10,600|GS|Goldman Sachs|||
John Thune (R-SD)|$10,600|OAKBX|Oakmark Equity & Income Fund|||
Lindsey Graham (R-SC)|$10,500|PENNX|Royce Pennsylvania Mutual Invmt Fund|||
David Perdue (R-GA)|$10,500|QCOM|Qualcomm Inc|||
David Perdue (R-GA)|$10,500|SO|Southern Co|||
Mike Enzi (R-WY)|$10,500|DODIX|Dodge & Cox Income Fund|||
Thad Cochran (R-MS)|$10,500|AXP|American Express Company|Finance|Finance: Consumer Services|
David Perdue (R-GA)|$10,500|DFLVX|Charles Schwab Accounts - DFA US Large Cap Value|||
Jerry Moran (R-KS)|$10,500|BAC|Bank of America|||
Tom Carper (D-DE)|$10,500|CEM|ClearBridge American Energy MLP Fund|||
Mike Enzi (R-WY)|$10,500|DSU|DSU - BlackRock Debt Strategies Fund Inc|||
Sheldon Whitehouse (D-RI)|$10,500|WFC|Wells Fargo|||
Thom Tillis (R-NC)|$10,500|CRSAX|Credit Suisse Commodity Ret Strat Fund|||
Rob Portman (R-OH)|$10,500|GSG|iShares S&P GSCI Commodity Indexed Trust|||
Brian Schatz (D-HI)|$10,400|MFUAX|Wellington Select Fundamental Value Fund|||
Bernie Sanders (D-VT)|$10,400|TIBDX|Cref Fixed Income|||
Mike Rounds (R-SD)|$10,400|VOX|Vanguard Telecommunication Services ETF|||
David Perdue (R-GA)|$10,400|PHIYX|Pimco High Yield Fund Institutional Class|||
Shelley Moore Capito (R-WV)|$10,400|BAF|BlackRock Inc|||
Mike Enzi (R-WY)|$10,400|KHYAX|KHYAX - DWS High Income A (NASDAQ)|||
Gary Peters (D-MI)|$10,400|SLY|SPDR S&amp;P 600 Small Cap ETF (NYSEArca)|||
Maria Cantwell (D-WA)|$10,400|BND|Vanguard Bond Index ETF|||
Rand Paul (R-KY)|$10,400|BND|Vanguard Bond Index ETF|||
Sheldon Whitehouse (D-RI)|$10,400|BND|Vanguard Bond Index ETF|||
Bill Cassidy (R-LA)|$10,400|ABT|Abbott Laboratories|Health Care|Major Pharmaceuticals|
Sheldon Whitehouse (D-RI)|$10,400|EWJ|iShares Inc - iShares MSCI Japan ETF|||
Joni Ernst (R-IA)|$10,300|IIIIX|Voya International Index Port A|||
Jerry Moran (R-KS)|$10,300|GIS|General Mills|||
Ben Sasse (R-NE)|$10,300|VOE|Vanguard Index Funds Vanguard Mid-Cap Value|||
Mike Crapo (R-ID)|$10,300|VARIX|Virtus Dynamic AlphaSector I Filer|||
Thad Cochran (R-MS)|$10,300|HTGC|Hercules Technology Growth Capital Inc|||
Thad Cochran (R-MS)|$10,300|AGG|Ishares Core US Aggregate Bond ETF|||
David Perdue (R-GA)|$10,300|RL|Ralph Lauren Corp|||
Susan Collins (R-ME)|$10,300|VFC|V.F. Corporation|||
Lisa Murkowski (R-AK)|$10,300|SCHZ|Schwab US Aggregate Bond ETF|||
Tom Cotton (R-AR)|$10,300|ODVIX|MFO Oppenheimer Developing Markets Funds Class 1|||
Jim Risch (R-ID)|$10,300|DBIRX|Mellon Aggregate Bond Index Fund|||
Mike Enzi (R-WY)|$10,300|JDD|Nuveen Diversified Dividend & Income Fund|||
Shelley Moore Capito (R-WV)|$10,200|K|Kellogg Co|||
Tim Scott (R-SC)|$10,200|FASIX|Fidelity Asset Manager 20% Fund|||
Barbara A Mikulski (D-MD)|$10,200|MDXBX|T Rowe Price MD Tax-Free Bond|||
Gary Peters (D-MI)|$10,200|SJM|JM Smucker Co|||
Jeff Merkley (D-OR)|$10,200|FDVLX|FDVLX - Fidelity Value (NASDAQ)|||
Bernie Sanders (D-VT)|$10,200|VCSBX|Valic Strategic Bond Fund|||
Thom Tillis (R-NC)|$10,200|MEIRX|MassMutual Premier International|||
Joni Ernst (R-IA)|$10,100|IVGIX|VY Invesco Growth & Income Portfolio|||
Tom Carper (D-DE)|$10,100|ENDTF|Canoe EIT Income Trust|||
John Boozman (R-AR)|$10,100|ADM|Archer-Daniels-Midland Company|Consumer Non-Durables|Packaged Foods|
Sheldon Whitehouse (D-RI)|$10,000|PFE|Pfizer Inc|||
Joni Ernst (R-IA)|$10,000|IVKIX|VY Invesco Comstock Port I|||
James M Inhofe (R-OK)|$10,000|ST|Sensata Technologies Holding PLC|||
Sheldon Whitehouse (D-RI)|$10,000|EPI|WisdomTree India Earnings ETF|||
Rand Paul (R-KY)|$10,000|VFITX|VFITX - Vanguard Interm-Term Treasury Inv (NASDAQ)|||
Mike Enzi (R-WY)|$10,000|VFIJX|Vanguard GNMA Fund|||
Dick Durbin (D-IL)|$10,000|MFC|Manulife Financial|||
Jim Risch (R-ID)|$10,000|PREMX|T Rowe Price Emerging Markets Bond Fund|||
Dianne Feinstein (D-CA)|$10,000|LTM|Latam GP LP|||
Chuck Grassley (R-IA)|$10,000|MN|Manning & Napier Equity|||
James Lankford (R-OK)|$10,000|PPIAX|Deutsche Ultra Short Duration Fund|||
Bill Cassidy (R-LA)|$9,900|BLK|BlackRock, Inc.|||
Bernie Sanders (D-VT)|$9,900|VCGSX|Valic Govt Securities Fund|||
Tom Cotton (R-AR)|$9,900|DFSTX|DFA US Small Cap Fund|||
Ben Cardin (D-MD)|$9,900|MBB|Barclay Mbs Bond|||
Sheldon Whitehouse (D-RI)|$9,900|OHYFX|JPMorgan High Yield Select Fund|||
Thad Cochran (R-MS)|$9,800|JNK|JNK-SPDR Barclays High Yield Bond ETF|||
Mike Crapo (R-ID)|$9,800|FBAAX|SunAmerica Focused Balanced Strategy Fund|||
John Boozman (R-AR)|$9,800|PHB|Invesco Fundamental High Yield Corp Bond ETF|||
Sheldon Whitehouse (D-RI)|$9,800|MERIX|Merger Institutional|||
Mike Rounds (R-SD)|$9,800|VNQ|Vanguard REIT ETF|||
Thad Cochran (R-MS)|$9,800|NML|Neuberger Berman MLP and Energy Income Fund Inc.|||
Gary Peters (D-MI)|$9,800|EFA|Equity Investments MSCI EAFE|||
Angus King (D-ME)|$9,800|UPS|United Parcel Service|||
Thad Cochran (R-MS)|$9,800|UPS|United Parcel Service|||
Ben Cardin (D-MD)|$9,800|TWTIX|American Century IntermTrm Tx-Fr Bond|||
Sheldon Whitehouse (D-RI)|$9,800|RPIFX|T Rowe Price Insitututional Floating Rate|||
Chuck Grassley (R-IA)|$9,800|CCYIX|Columbia Acorn International Fund|||
Tom Carper (D-DE)|$9,700|GSG|iShares S&P GSCI Commodity Indexed Trust|||
Joni Ernst (R-IA)|$9,700|IGA|Voya Global Value Advantage A (NASDAQ)|||
Ben Cardin (D-MD)|$9,700|TIP|iShares Tips Bond ETF|||
Tom Carper (D-DE)|$9,700|MANT|Mantech Intl|||
Bill Cassidy (R-LA)|$9,700|PSX|Phillips 66|||
Jack Reed (D-RI)|$9,700|CVS|CVS Health|||
Ben Cardin (D-MD)|$9,700|AGZ|Barclay Agency Bond|||
Angus King (D-ME)|$9,700|GVI|iShares Interm Government/Credit Bond|||
James M Inhofe (R-OK)|$9,700|HBI|Hanesbrands Inc.|||
Bill Cassidy (R-LA)|$9,600|T|AT&T Inc|||
John Cornyn (R-TX)|$9,600|AAPL|Apple Inc.|Technology|Computer Manufacturing|
Mike Enzi (R-WY)|$9,600|VAIPX|Vanguard Inflation-Protected Secs Adm Fund|||
Sheldon Whitehouse (D-RI)|$9,600|ARTIX|Artisan Fund International Fund|||
David Perdue (R-GA)|$9,600|DCP|Dcp Midstream|||
Susan Collins (R-ME)|$9,600|DD|DowDuPont Inc|||
David Perdue (R-GA)|$9,600|ANTM|Anthem, Inc.|Health Care|Medical Specialities|
Ben Sasse (R-NE)|$9,600|VSS|Vanguard FTSE All-Wld ex-US SmCp ETF|||
Mike Rounds (R-SD)|$9,600|VSS|Vanguard FTSE All-Wld ex-US SmCp ETF|||
Jerry Moran (R-KS)|$9,500|WFC|Wells Fargo|||
Tom Carper (D-DE)|$9,500|VOD|Vodafone Group|||
Lisa Murkowski (R-AK)|$9,500|SCHE|Schwab Emerging Market ETF|||
Angus King (D-ME)|$9,500|ODMAX|Oppenheimer Developing Markets Fund|||
Sheldon Whitehouse (D-RI)|$9,500|ODMAX|Oppenheimer Developing Markets Fund|||
Thom Tillis (R-NC)|$9,500|DIAMX|Diamond Hill Long-Short I Fund|||
Tom Carper (D-DE)|$9,400|INTC|INTC-Intel Corp|||
Ben Cardin (D-MD)|$9,400|OIGNX|Oppenheimer International Growth Fund|||
Chris Coons (D-DE)|$9,400|OIGNX|Oppenheimer International Growth Fund|||
Angus King (D-ME)|$9,400|VWO|Vanguard Emerging Markets ETF|||
Rob Portman (R-OH)|$9,400|VWO|Vanguard Emerging Markets ETF|||
Ron Wyden (D-OR)|$9,400|VWO|Vanguard Emerging Markets ETF|||
Sheldon Whitehouse (D-RI)|$9,400|VWO|Vanguard Emerging Markets ETF|||
Sheldon Whitehouse (D-RI)|$9,400|VMW|VMware Inc|||
Thad Cochran (R-MS)|$9,400|CTSH|Cognizant Technology Solutions Corporation|Technology|EDP Services|
Mike Rounds (R-SD)|$9,300|VMBS|Vanguard Mortgage-Backed Securities ETF|||
John N Kennedy (R-LA)|$9,300|MTUM|iShares Edge MSCI USA Momentum Factor ETF|||
Tom Carper (D-DE)|$9,300|DEO|Diageo Plc|||
Thad Cochran (R-MS)|$9,300|IWN|iShares Russell 2000 Value Index|||
Tom Carper (D-DE)|$9,300|IWN|iShares Russell 2000 Value Index|||
Sheldon Whitehouse (D-RI)|$9,300|VEVIX|Victory Sycamore Established Value I|||
Angus King (D-ME)|$9,200|NEZYX|Loomis Sayles Strategic Income Fund|||
Angus King (D-ME)|$9,200|WBFFX|American Funds Capital World Bond F1|||
Susan Collins (R-ME)|$9,200|MCK|McKesson Corporation|||
Tom Carper (D-DE)|$9,200|UHT|Universal Health Realty Income Trust|||
John Thune (R-SD)|$9,200|OAKGX|Oakmark Global I|||
Jerry Moran (R-KS)|$9,200|SLB|Schlumberger Ltd|||
James Lankford (R-OK)|$9,200|AEMGX|Acadian Emerging Markets Fund|||
Mike Rounds (R-SD)|$9,200|VNQI|Vanguard Global ex-US Real Estate ETF|||
James Lankford (R-OK)|$9,200|OOSNX|Oppenheimer Senior Floating Rate Fund|||
Ben Cardin (D-MD)|$9,200|TEDMX|Templeton Developing Market Security|||
Sheldon Whitehouse (D-RI)|$9,200|HLEMX|Harding Loevner Emerging Markets Advisor|||
Barbara A Mikulski (D-MD)|$9,100|TEDIX|Mutual Global Discovery Fund|||
Mike Rounds (R-SD)|$9,100|BSV|Vanguard Short Term Bond Fund|||
Angus King (D-ME)|$9,100|EFA|Equity Investments MSCI EAFE|||
Ron Wyden (D-OR)|$9,100|EFA|Equity Investments MSCI EAFE|||
Thad Cochran (R-MS)|$9,100|EFA|Equity Investments MSCI EAFE|||
Shelley Moore Capito (R-WV)|$9,100|UPS|United Parcel Service|||
Jim Risch (R-ID)|$9,100|TGFRX|Tanaka Growth Fund|||
Angus King (D-ME)|$9,100|IGAAX|American Funds International Growth & Income Fund|||
Angus King (D-ME)|$9,100|EEM|iShares Emerging Market|||
Thad Cochran (R-MS)|$9,100|EEM|iShares Emerging Market|||
David Perdue (R-GA)|$9,100|CAT|Caterpillar Inc|||
Maria Cantwell (D-WA)|$9,000|AVPAX|AVPAX - American Beacon Small Cp Val Inv (NASDAQ)F|||
Tina Smith (D-MN)|$9,000|JNJ|Johnson & Johnson|||
Bernie Sanders (D-VT)|$9,000|VCIEX|Valic International Equities Fund|||
Angus King (D-ME)|$9,000|PTLDX|PIMCO Low Duration Institutional|||
Tom Carper (D-DE)|$9,000|JCI|Johnson Controls International|||
Patty Murray (D-WA)|$9,000|FFXSX|Fidelity Limited Term Government|||
Thad Cochran (R-MS)|$9,000|DD|DowDuPont Inc|||
Bill Cassidy (R-LA)|$9,000|IHE|iShares US Pharmaceuticals|||
Tom Carper (D-DE)|$9,000|NWL|Newell Brands|||
Cory Gardner (R-CO)|$9,000|LMCPX|Lord Abbott Mid Cap Stock Fund|||
Cory Gardner (R-CO)|$8,900|LRSYX|Lord Abbott Small Cap Fund|||
David Perdue (R-GA)|$8,900|KO|Coca-Cola Co|||
Tom Carper (D-DE)|$8,900|TU|Telus Corp|||
Ben Cardin (D-MD)|$8,900|IVIAX|Ivy VIP International Core - Subaccount|||
Bill Cassidy (R-LA)|$8,900|DOW|Dow Chemical|||
Angus King (D-ME)|$8,900|RTX|United Technologies|||
Tom Carper (D-DE)|$8,900|BMY|Bristol-Myers Squibb|||
Thad Cochran (R-MS)|$8,900|QAI|IQ Hedge Multi-Strategy Tracker ETF|||
David Perdue (R-GA)|$8,900|FOXA|Fox Corporation|||
Doug Jones (D-AL)|$8,900|MISGX|Meridian Small Cap Growth Fund Investor Shares|||
Mike Crapo (R-ID)|$8,800|OOSNX|Oppenheimer Senior Floating Rate Fund|||
Mike Rounds (R-SD)|$8,800|VTIP|Vanguard Short-Term Infl-Prot Secs ETF|||
Angus King (D-ME)|$8,800|WAT|Waters Corp|||
David Perdue (R-GA)|$8,800|VNQ|Vanguard REIT ETF|||
Sheldon Whitehouse (D-RI)|$8,800|KBWY|PowerShares KBW Premium Yld Eq REIT ETF|||
Thad Cochran (R-MS)|$8,800|FLRN|SPDR Barclays Investment Grd Fl Rt ETF|||
Gary Peters (D-MI)|$8,700|PPR|Voya Prime Rate Trust|||
Cory Gardner (R-CO)|$8,700|FTGFX|Templeton Growth Fund|||
John Boozman (R-AR)|$8,700|KMB|Kimberly-Clark Corp|||
John Boozman (R-AR)|$8,700|VTI|Vanguard Index Fds Total Stk Mkt|||
Tom Carper (D-DE)|$8,700|KNX|Knight-Swift Transportation Holdings|||
Gary Peters (D-MI)|$8,700|SPG|Simon Property Group, Inc.|||
Shelley Moore Capito (R-WV)|$8,700|RTX|United Technologies|||
David Perdue (R-GA)|$8,700|AFL|Aflac Incorporated|Finance|Accident &Health Insurance|
Bill Cassidy (R-LA)|$8,700|TROW|T. Rowe Price Group, Inc.|||
John Boozman (R-AR)|$8,700|EMTL|Ssga Active Tr SPDR Dbleln Emrg|||
Bill Cassidy (R-LA)|$8,600|PG|Procter & Gamble|||
Ron Wyden (D-OR)|$8,600|VWSTX|Vanguard Short Term Tax Exempt Fund|||
Doug Jones (D-AL)|$8,600|EGRIX|EGRIX - Eaton Vance Glbl Macro Abs Ret Advtg I|||
Pat Roberts (R-KS)|$8,600|WMT|Wal-Mart Stores|||
Sheldon Whitehouse (D-RI)|$8,600|PGR|The Progressive Corporation|||
John Boozman (R-AR)|$8,600|CMBS|CMBS Bond ETF|||
Bill Cassidy (R-LA)|$8,500|MMM|3M Company|Health Care|Medical/Dental Instruments|
Gary Peters (D-MI)|$8,500|IGR|CBRE Clarion Global Real Estate|||
Tammy Duckworth (D-IL)|$8,500|WBA|Walgreen Co|||
Susan Collins (R-ME)|$8,500|SRCL|Stericycle Inc|||
Ron Wyden (D-OR)|$8,500|FMUSX|Federated Muni Ultra Short|||
Bill Cassidy (R-LA)|$8,500|JPM|JPMorgan Chase & Co|||
Sheldon Whitehouse (D-RI)|$8,500|VTRIX|VTRIX - Vanguard International Value Inv (NASDAQ)|||
John Boozman (R-AR)|$8,500|IEI|iShares 3-7 Year Treasury Bond ETF|||
Tom Carper (D-DE)|$8,500|TSM|Taiwan Semiconductor Manufacturing Company Limited|||
David Perdue (R-GA)|$8,500|FHB|First Hawaiian, Inc.|||
Jack Reed (D-RI)|$8,400|ADI|Analog Devices, Inc.|Technology|Semiconductors|
Joni Ernst (R-IA)|$8,400|IRGIX|Voya Clarion Real Estate Portfolio|||
Sheldon Whitehouse (D-RI)|$8,400|RWX|SPDR DJ International Real Estate|||
Tom Carper (D-DE)|$8,400|SMIN|Ishares MSCI India Sm Cap|||
Sheldon Whitehouse (D-RI)|$8,400|NEE|NextEra Energy|||
Gary Peters (D-MI)|$8,400|OFC|Corporate Office Properties Trust|||
Sheldon Whitehouse (D-RI)|$8,300|GAFYX|GAFYX - Natixis ASG Global Alternatives Y (NASDAQ)|||
Tom Cotton (R-AR)|$8,300|CIVVX|MFO Causeway Cap Mgmt Tr Intl Value Fund|||
Tom Carper (D-DE)|$8,300|SJR|Shaw Communications|||
Ben Cardin (D-MD)|$8,300|DRFMX|DRFMX - Dreyfus Emerging Markets A (NASDAQ)|||
James M Inhofe (R-OK)|$8,300|CERN|Cerner Corporation|Technology|EDP Services|
John Boozman (R-AR)|$8,300|VNQ|Vanguard REIT ETF|||
Angus King (D-ME)|$8,300|OAKEX|Oakmark International Small Cap Fund|||
