Senator,Estimated Holdings,Symbol,Company,Sector,Industry,P,S
Catherine Cortez Masto (D-NV),807900,SCHW,Charles Schwab,Technology,Computer Manufacturing,D,NV
Sheldon Whitehouse (D-RI),803000,NVDA,NVIDIA Corporation,Technology,Computer Manufacturing,D,RI
John Hoeven (R-ND),793500,AAPL,Apple Inc.,Technology,Computer Manufacturing,R,ND
John Boozman (R-AR),786700,SPY,S&P 500 EFT,Technology,"Computer Software: Programming, Data Processing",R,AR
Michael Bennet (D-CO),772600,RPMGX,Rowe T Price Mid Cap Growth Fund,Technology,"Computer Software: Programming, Data Processing",D,CO
Mitch McConnell (R-KY),772600,RPMGX,Rowe T Price Mid Cap Growth Fund,Technology,"Computer Software: Programming, Data Processing",R,KY
Dianne Feinstein (D-CA),749300,FASMX,Fidelity Asset Manager Fund,Technology,"Computer Software: Programming, Data Processing",D,CA
Michael Bennet (D-CO),722400,SPY,S&P 500 EFT,Technology,"Computer Software: Programming, Data Processing",D,CO
John Hoeven (R-ND),716700,NKE,Nike Inc,Technology,"Computer Software: Programming, Data Processing",R,ND
Richard Blumenthal (D-CT),698300,ESRT,Empire State Realty Trust Inc,Technology,"Computer Software: Programming, Data Processing",D,CT
John Hoeven (R-ND),697100,HON,Honeywell International,Technology,"Computer Software: Programming, Data Processing",R,ND
John Hoeven (R-ND),671000,MDLZ,Kraft Foods,Technology,"Computer Software: Programming, Data Processing",R,ND
Mitch McConnell (R-KY),669300,WFC,Wells Fargo,Technology,"Computer Software: Programming, Data Processing",R,KY
Sheldon Whitehouse (D-RI),655300,GOOGL,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing",D,RI
John Hoeven (R-ND),653200,INTC,INTC-Intel Corp,Consumer Services,Catalog/Specialty Distribution,R,ND
Ed Markey (D-MA),638200,JAGTX,Janus Global Technology Class T Mutual Fund,Consumer Services,Catalog/Specialty Distribution,D,MA
Dianne Feinstein (D-CA),637600,BAM,Broofield Asset Management,Consumer Services,Catalog/Specialty Distribution,D,CA
Mark Warner (D-VA),613700,VVPLX,Vulcan Value Partners Fund,Consumer Services,Catalog/Specialty Distribution,D,VA
John Barrasso (R-WY),612400,VNQ,Vanguard REIT ETF,Consumer Services,Catalog/Specialty Distribution,R,WY
Rob Portman (R-OH),610100,SEBLX,Touchstone Moderate Growth Allc Fund,Consumer Services,Catalog/Specialty Distribution,R,OH
Ted Cruz (R-TX),605900,BFK,BlackRock Municipal Income Trust,Consumer Services,Catalog/Specialty Distribution,R,TX
Rob Portman (R-OH),577300,IJH,iShares Core S&P Mid Cap ETF,Consumer Services,Catalog/Specialty Distribution,R,OH
John Hoeven (R-ND),576100,BAF,BlackRock Inc,Consumer Services,Catalog/Specialty Distribution,R,ND
John Hoeven (R-ND),572800,PG,Procter & Gamble,Consumer Services,Catalog/Specialty Distribution,R,ND
Catherine Cortez Masto (D-NV),553600,PRGFX,T Rowe Price Growth Stock Fund,Consumer Services,Catalog/Specialty Distribution,D,NV
John Hoeven (R-ND),552900,PRNHX,T Rowe Price New Horizons,Consumer Services,Catalog/Specialty Distribution,R,ND
David Perdue (R-GA),544100,MUNI,CHEROKEE CNTY GA SCH SYS GO 5% 02/01/27 FA (MUNI),Consumer Services,Catalog/Specialty Distribution,R,GA
John Hoeven (R-ND),543700,CMI,Cummins Inc,Consumer Services,Catalog/Specialty Distribution,R,ND
Sheldon Whitehouse (D-RI),532000,JPM,JPMorgan Chase & Co,Consumer Services,Catalog/Specialty Distribution,D,RI
Tom Carper (D-DE),531500,DD,DowDuPont Inc,Consumer Services,Catalog/Specialty Distribution,D,DE
Kelly Loeffler (R-GA),517700,DFS,Discover Financial Services,Consumer Services,Catalog/Specialty Distribution,R,GA
David Perdue (R-GA),513800,GSFRX,Goldman Sachs High Yield Fl Rate Institutional,Consumer Services,Catalog/Specialty Distribution,R,GA
John Boozman (R-AR),510200,MBB,Barclay Mbs Bond,Consumer Services,Catalog/Specialty Distribution,R,AR
Mitch McConnell (R-KY),505100,VSIAX,Vanguard Small Cap Value Index Admiral,Consumer Services,Catalog/Specialty Distribution,R,KY
Patty Murray (D-WA),503900,FFFDX,Fidelity Freedom K 2020,Consumer Services,Catalog/Specialty Distribution,D,WA
John Hoeven (R-ND),502600,YUM,Yum! Brands,Consumer Services,Catalog/Specialty Distribution,R,ND
David Perdue (R-GA),495500,PODCX,Portfolio Growth Optimization,Consumer Services,Catalog/Specialty Distribution,R,GA
John Hoeven (R-ND),491100,MCHP,Microchip Technology,Consumer Services,Catalog/Specialty Distribution,R,ND
David Perdue (R-GA),488600,GS,Goldman Sachs,Consumer Services,Catalog/Specialty Distribution,R,GA
Dianne Feinstein (D-CA),481300,NVS,Novartis AG,Consumer Services,Catalog/Specialty Distribution,D,CA
Susan Collins (R-ME),479600,BMGAX,BlackRock Mid-Cap Growth Equity Inv,Consumer Services,Catalog/Specialty Distribution,R,ME
John Hoeven (R-ND),479100,KO,Coca-Cola Co,Consumer Services,Catalog/Specialty Distribution,R,ND
Kamala Harris (D-CA),468800,EZU,iShares MSCI Eurozone ETF,Consumer Services,Catalog/Specialty Distribution,D,CA
John Hoeven (R-ND),465200,FCNTX,FCNTX - Fidelity Contrafund (NASDAQ),Consumer Services,Catalog/Specialty Distribution,R,ND
Thom Tillis (R-NC),462900,IWD,iShares Russell 1000 Value ETF,Consumer Services,Catalog/Specialty Distribution,R,NC
Steve Daines (R-MT),458600,HABDX,Harbor Bond Institutional,Consumer Services,Catalog/Specialty Distribution,R,MT
John Barrasso (R-WY),450700,VAIPX,Vanguard Inflation-Protected Secs Adm Fund,Consumer Services,Catalog/Specialty Distribution,R,WY
Catherine Cortez Masto (D-NV),446200,VINIX,VINIX - Vanguard Institutional Index I (NASDAQ),Consumer Services,Catalog/Specialty Distribution,D,NV
David Perdue (R-GA),440600,AMZN,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,R,GA
Maggie Hassan (D-NH),436300,VTXVX,Vanguard Target Retirement 2015 Inv,Consumer Services,Catalog/Specialty Distribution,D,NH
Amy Klobuchar (D-MN),435200,VSGAX,Vanguard Small Cap Growth Index,Consumer Services,Catalog/Specialty Distribution,D,MN
Sheldon Whitehouse (D-RI),430000,AMZN,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,D,RI
Rand Paul (R-KY),420600,VAIPX,Vanguard Inflation-Protected Secs Adm Fund,Technology,Computer Manufacturing,R,KY
Mitch McConnell (R-KY),419200,TRBCX,T Rowe Price Blue Chip Growth,Technology,Computer Manufacturing,R,KY
Chris Coons (D-DE),415400,HBGIX,Hartford Disciplined Equity Fund,Technology,Computer Manufacturing,D,DE
Tom Carper (D-DE),414400,AAPL,Apple Inc.,Technology,Computer Manufacturing,D,DE
Mitch McConnell (R-KY),403900,SDGAX,Deutsch VSI Capital Growth,Health Care,Medical/Dental Instruments,R,KY
Kamala Harris (D-CA),403300,BIV,BIV Vanguard Bond Intermediate ETF,Health Care,Medical/Dental Instruments,D,CA
Sheldon Whitehouse (D-RI),401400,NFLX,Netflix Inc,Health Care,Medical/Dental Instruments,D,RI
David Perdue (R-GA),400700,SPY,S&P 500 EFT,Health Care,Medical/Dental Instruments,R,GA
John Hoeven (R-ND),398200,BSTZ,BlackRock Science and Technology Trust II,Health Care,Medical/Dental Instruments,R,ND
Tina Smith (D-MN),395800,CSII,"Cardiovascular Systems, Inc.",Health Care,Medical/Dental Instruments,D,MN
Ron Wyden (D-OR),392600,MLAAX,Mainstay Funds Large Cap Growth Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,OR
Kamala Harris (D-CA),388300,VTTVX,Target Date Fund 2025,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,CA
Shelley Moore Capito (R-WV),380600,MSFT,Microsoft Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,WV
Rob Portman (R-OH),378600,DISRX,Dreyfus International Stock Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,OH
Kamala Harris (D-CA),377900,MBB,Barclay Mbs Bond,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,CA
Kamala Harris (D-CA),374800,VTRCX,SFDCP Target Date 2025,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,CA
John Hoeven (R-ND),369800,VRC,VF Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,ND
David Perdue (R-GA),369700,RF,Regions Financial,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,GA
John Hoeven (R-ND),368400,VZ,Verizon Communications,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,ND
Sheldon Whitehouse (D-RI),362600,AMGN,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,RI
Susan Collins (R-ME),362500,MSFT,Microsoft Corp,Technology,Computer Manufacturing,R,ME
Roy Blunt (R-MO),362400,MDLZ,Kraft Foods,Technology,Computer Manufacturing,R,MO
Kelly Loeffler (R-GA),361600,DD,DowDuPont Inc,Technology,Computer Manufacturing,R,GA
Mazie K Hirono (D-HI),361400,AGTHX,American Funds Growth Fund of America,Technology,Computer Manufacturing,D,HI
John Hoeven (R-ND),361200,DE,Deere & Co,Technology,Computer Manufacturing,R,ND
John Hoeven (R-ND),360600,GIS,General Mills,Technology,Computer Manufacturing,R,ND
Mitch McConnell (R-KY),360600,VHCOX,Vanguard Capital Opportunity Fund,Technology,Computer Manufacturing,R,KY
